,title,release_date,genres,mpaa,budget_cost,total_gross,runtime
2941,All Is True,10-May-19,"['Biography', 'Drama', 'History']",PG-13,,"{'domestic_gross': 1200481, 'worldwide_gross': 3019143}",1 hr 41 min
2942,Kingdom Men Rising,29-Apr-19,['Documentary'],Not Rated,,"{'domestic_gross': 1188936, 'worldwide_gross': 1188936}",1 hr 33 min
2943,Los Domirriqueños 2,14-Mar-19,"['Comedy', 'Sport']",,,"{'domestic_gross': 1187280, 'worldwide_gross': 1187280}",1 hr 47 min
2944,Ek Ladki Ko Dekha Toh Aisa Laga,1-Feb-19,"['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 1182636, 'worldwide_gross': 3531837}",2 hr
2945,No Safe Spaces,25-Oct-19,['Documentary'],PG-13,,"{'domestic_gross': 1291514, 'worldwide_gross': 1291514}",1 hr 40 min
2946,Nothing to Lose 2,27-Sep-19,"['Biography', 'Drama']",PG-13,,"{'domestic_gross': 1150551, 'worldwide_gross': 16610713}",1 hr 36 min
2947,Western Stars,25-Oct-19,"['Documentary', 'Music']",PG,,"{'domestic_gross': 1581681, 'worldwide_gross': 3681681}",1 hr 23 min
2948,Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson,12-Nov-19,"['Action', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",,,"{'domestic_gross': 1134786, 'worldwide_gross': 5078942}",1 hr 30 min
2949,My Neighbor Totoro,25-Aug-19,"['Animation', 'Family', 'Fantasy']",,,"{'domestic_gross': 1105564, 'worldwide_gross': 1105703}",1 hr 26 min
2950,Playmobil: The Movie,6-Dec-19,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",PG,,"{'domestic_gross': 1115008, 'worldwide_gross': 16349303}",1 hr 39 min
2951,Mortal Engines,14-Dec-18,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",PG-13,,"{'domestic_gross': 15951040, 'worldwide_gross': 83672673}",2 hr 8 min
2952,Bennett's War,30-Aug-19,['Sport'],PG-13,,"{'domestic_gross': 1056416, 'worldwide_gross': 1056416}",1 hr 34 min
2953,Princess Mononoke,17-Nov-19,"['Adventure', 'Animation', 'Fantasy']",PG-13,,"{'domestic_gross': 1046446, 'worldwide_gross': 1046446}",2 hr 14 min
2954,Luka Chuppi,1-Mar-19,"['Comedy', 'Romance']",,,"{'domestic_gross': 1042905, 'worldwide_gross': 1923586}",2 hr 6 min
2955,The Souvenir,17-May-19,"['Drama', 'Mystery', 'Romance']",R,,"{'domestic_gross': 1036737, 'worldwide_gross': 1719157}",2 hr
2956,Noah,9-Apr-19,[],,,"{'domestic_gross': 1035603, 'worldwide_gross': 1035603}",2 hr 10 min
2957,El Coyote,4-Oct-19,"['Action', 'Crime']",R,,"{'domestic_gross': 1101470, 'worldwide_gross': 1101470}",1 hr 33 min
2958,Perfect Strangers,11-Jan-19,['Comedy'],,,"{'domestic_gross': 1014507, 'worldwide_gross': 33262366}",1 hr 37 min
2959,Marianne & Leonard: Words of Love,5-Jul-19,"['Biography', 'Documentary', 'Music', 'Romance']",R,,"{'domestic_gross': 1012034, 'worldwide_gross': 3271888}",1 hr 42 min
2960,Kiki's Delivery Service,28-Jul-19,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",,,"{'domestic_gross': 1004057, 'worldwide_gross': 1004057}",1 hr 43 min
2961,BlacKkKlansman,10-Aug-18,"['Biography', 'Crime', 'Drama']",R,"$15,000,000 ","{'domestic_gross': 49275340, 'worldwide_gross': 93400823}",2 hr 15 min
2962,Jesus Is King,25-Oct-19,"['Documentary', 'Music', 'Short']",,,"{'domestic_gross': 973000, 'worldwide_gross': 1082629}",31 min
2963,Rush: Cinema Strangiato 2019,21-Aug-19,['Music'],,,"{'domestic_gross': 960073, 'worldwide_gross': 960073}",2 hr
2964,The Fighting Preacher,24-Jul-19,"['Comedy', 'Drama', 'History']",PG,,"{'domestic_gross': 954641, 'worldwide_gross': 954641}",1 hr 40 min
2965,Toni Morrison: The Pieces I Am,21-Jun-19,['Documentary'],PG-13,,"{'domestic_gross': 903018, 'worldwide_gross': 927495}",2 hr
2966,A Hidden Life,13-Dec-19,"['Biography', 'Drama', 'Romance', 'War']",PG-13,,"{'domestic_gross': 1730597, 'worldwide_gross': 4614219}",2 hr 54 min
2967,Between Me and My Mind,17-Jul-19,['Documentary'],,,"{'domestic_gross': 875191, 'worldwide_gross': 875191}",1 hr 40 min
2968,Howl's Moving Castle,7-Apr-19,"['Adventure', 'Animation', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 865647, 'worldwide_gross': 865647}",1 hr 59 min
2969,Pati Patni Aur Woh,6-Dec-19,"['Comedy', 'Romance']",,,"{'domestic_gross': 874044, 'worldwide_gross': 6712525}",2 hr 6 min
2970,Steel Magnolias,19-May-19,"['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 855421, 'worldwide_gross': 855421}",1 hr 57 min
2971,Woman at War,1-Mar-19,"['Adventure', 'Comedy', 'Drama']",Not Rated,,"{'domestic_gross': 847495, 'worldwide_gross': 4474828}",1 hr 41 min
2972,Alien,13-Oct-19,"['Horror', 'Sci-Fi']",R,"$11,000,000 ","{'domestic_gross': 833658, 'worldwide_gross': 1356259}",1 hr 57 min
2973,Climax,1-Mar-19,"['Drama', 'Horror', 'Music', 'Thriller']",R,,"{'domestic_gross': 817339, 'worldwide_gross': 2027391}",1 hr 37 min
2974,Transit,1-Mar-19,"['Drama', 'Sci-Fi']",,,"{'domestic_gross': 815290, 'worldwide_gross': 982372}",1 hr 41 min
2975,One Piece: Stampede,24-Oct-19,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",,,"{'domestic_gross': 1298528, 'worldwide_gross': 81562741}",1 hr 41 min
2976,Chonda Pierce: Unashamed,7-May-19,['Documentary'],,,"{'domestic_gross': 787979, 'worldwide_gross': 787979}",1 hr 30 min
2977,Student of the Year 2,10-May-19,"['Drama', 'Romance', 'Sport']",Not Rated,,"{'domestic_gross': 778566, 'worldwide_gross': 1635907}",2 hr 26 min
2978,The Church,24-May-19,"['Horror', 'Thriller']",PG-13,,"{'domestic_gross': 772000, 'worldwide_gross': 772000}",1 hr 21 min
2979,Patterns of Evidence: Moses Controversy,14-Mar-19,['Documentary'],,,"{'domestic_gross': 765361, 'worldwide_gross': 765361}",2 hr 20 min
2980,I Love Lucy: A Colorized Celebration,6-Aug-19,['Comedy'],,,"{'domestic_gross': 754323, 'worldwide_gross': 754323}",2 hr 35 min
2981,Joni 75: A Birthday Celebration,7-Feb-19,['Music'],,,"{'domestic_gross': 752205, 'worldwide_gross': 808831}",2 hr 8 min
2982,The Game Changers,16-Sep-19,['Documentary'],,,"{'domestic_gross': 739711, 'worldwide_gross': 897992}",1 hr 26 min
2983,David Crosby: Remember My Name,19-Jul-19,"['Documentary', 'Music']",R,,"{'domestic_gross': 732793, 'worldwide_gross': 732793}",1 hr 35 min
2984,More Than Blue,15-Mar-19,['Romance'],,,"{'domestic_gross': 722669, 'worldwide_gross': 142958164}",1 hr 45 min
2985,Honeyland,26-Jul-19,"['Documentary', 'Drama']",,,"{'domestic_gross': 815082, 'worldwide_gross': 1170207}",1 hr 29 min
2986,Where's My Roy Cohn?,20-Sep-19,['Documentary'],PG-13,,"{'domestic_gross': 705274, 'worldwide_gross': 722603}",1 hr 37 min
2987,Non-Fiction,3-May-19,"['Comedy', 'Drama', 'Romance']",R,,"{'domestic_gross': 704919, 'worldwide_gross': 3649042}",1 hr 48 min
2988,The Captain,18-Oct-19,"['Action', 'Adventure', 'Drama', 'Family']",,,"{'domestic_gross': 706572, 'worldwide_gross': 416953262}",1 hr 51 min
2989,Raise Hell: The Life & Times of Molly Ivins,30-Aug-19,['Documentary'],,,"{'domestic_gross': 694410, 'worldwide_gross': 694410}",1 hr 33 min
2990,Spirits in the Forest,21-Nov-19,"['Documentary', 'Music']",,,"{'domestic_gross': 704744, 'worldwide_gross': 2531785}",1 hr 23 min
2991,The Sky Is Pink,11-Oct-19,"['Drama', 'Family', 'Romance']",,,"{'domestic_gross': 652592, 'worldwide_gross': 1088641}",2 hr 23 min
2992,Racetime,7-Dec-18,"['Adventure', 'Animation', 'Musical']",PG,,"{'domestic_gross': 1875283, 'worldwide_gross': 3439053}",1 hr 29 min
2993,Dirty Dancing,10-Feb-19,"['Drama', 'Music', 'Romance']",,"$6,000,000 ","{'domestic_gross': 622968, 'worldwide_gross': 622968}",1 hr 40 min
2994,American Masters: Miles Davis: Birth of the Cool,23-Aug-19,"['Biography', 'Documentary']",,,"{'domestic_gross': 614201, 'worldwide_gross': 984499}",1 hr 54 min
2995,Roger Waters - Us + Them,2-Oct-19,"['Documentary', 'Music']",,,"{'domestic_gross': 611644, 'worldwide_gross': 1294480}",2 hr 15 min
2996,The Muppet Movie,25-Jul-19,"['Adventure', 'Comedy', 'Family', 'Musical']",,,"{'domestic_gross': 610475, 'worldwide_gross': 610475}",1 hr 35 min
2997,The White Storm 2: Drug Lords,12-Jul-19,['Action'],,,"{'domestic_gross': 609461, 'worldwide_gross': 189396380}",1 hr 39 min
2998,The Least of These: The Graham Staines Story,31-Jan-19,['Drama'],PG-13,,"{'domestic_gross': 607015, 'worldwide_gross': 695164}",1 hr 52 min
2999,The Chaperone,28-Mar-19,['Drama'],Not Rated,,"{'domestic_gross': 600654, 'worldwide_gross': 1541223}",1 hr 43 min
3000,Furie,1-Mar-19,"['Action', 'Drama', 'Thriller']",,,"{'domestic_gross': 594788, 'worldwide_gross': 5717640}",1 hr 38 min
3001,To Kill a Mockingbird,24-Mar-19,"['Crime', 'Drama']",,,"{'domestic_gross': 592237, 'worldwide_gross': 592237}",2 hr 9 min
3002,Bethany Hamilton: Unstoppable,12-Jul-19,"['Documentary', 'Sport']",PG,,"{'domestic_gross': 590671, 'worldwide_gross': 684078}",1 hr 40 min
3003,The Public,5-Apr-19,['Drama'],PG-13,,"{'domestic_gross': 573503, 'worldwide_gross': 644740}",1 hr 59 min
3004,My Fair Lady,17-Feb-19,"['Drama', 'Family', 'Musical', 'Romance']",G,"$17,000,000 ","{'domestic_gross': 560711, 'worldwide_gross': 560711}",2 hr 50 min
3005,Fiddler: A Miracle of Miracles,23-Aug-19,['Documentary'],PG-13,,"{'domestic_gross': 549386, 'worldwide_gross': 558816}",1 hr 37 min
3006,Everybody's Everything,12-Nov-19,['Documentary'],,,"{'domestic_gross': 547207, 'worldwide_gross': 748539}",1 hr 56 min
3007,"DCI 2019: Big, Loud & Live 16",8-Aug-19,[],,,"{'domestic_gross': 546060, 'worldwide_gross': 546060}",
3008,La femme de mon frère,7-Jun-19,['Drama'],,,"{'domestic_gross': 539524, 'worldwide_gross': 1671969}",1 hr 57 min
3009,Grateful Dead Meet-Up 2019,1-Aug-19,"['Documentary', 'Music']",,,"{'domestic_gross': 537153, 'worldwide_gross': 537153}",2 hr
3010,Code Geass: Lelouch of the Re;Surrection,5-May-19,"['Action', 'Adventure', 'Animation', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Not Rated,,"{'domestic_gross': 522805, 'worldwide_gross': 8715612}",1 hr 52 min
3011,Shadow,3-May-19,"['Action', 'Adventure', 'Drama', 'Fantasy', 'History', 'War']",Not Rated,,"{'domestic_gross': 521396, 'worldwide_gross': 91708374}",1 hr 56 min
3012,Long Day's Journey Into Night,12-Apr-19,"['Drama', 'Mystery']",Not Rated,,"{'domestic_gross': 521365, 'worldwide_gross': 42140994}",2 hr 18 min
3013,The Spy Behind Home Plate,24-May-19,['Documentary'],Not Rated,,"{'domestic_gross': 519525, 'worldwide_gross': 519525}",1 hr 41 min
3014,Wild Nights with Emily,12-Apr-19,"['Comedy', 'History']",PG-13,,"{'domestic_gross': 519487, 'worldwide_gross': 519487}",1 hr 24 min
3015,Saving Private Ryan,2-Jun-19,"['Drama', 'War']",R,"$70,000,000 ","{'domestic_gross': 508694, 'worldwide_gross': 508694}",2 hr 49 min
3016,Birds of Passage,13-Feb-19,"['Crime', 'Drama']",,,"{'domestic_gross': 507259, 'worldwide_gross': 2517405}",2 hr 5 min
3017,Tel Aviv on Fire,2-Aug-19,"['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 506145, 'worldwide_gross': 1548893}",1 hr 40 min
3018,Widows,16-Nov-18,"['Crime', 'Drama', 'Thriller']",R,"$42,000,000 ","{'domestic_gross': 42402632, 'worldwide_gross': 75984700}",2 hr 9 min
3019,Whisper of the Heart,1-Jul-19,"['Animation', 'Drama', 'Family', 'Music', 'Romance']",,,"{'domestic_gross': 498156, 'worldwide_gross': 498156}",1 hr 51 min
3020,Nausicaä of the Valley of the Wind,20-May-19,"['Adventure', 'Animation', 'Fantasy', 'Sci-Fi']",PG,,"{'domestic_gross': 495770, 'worldwide_gross': 495770}",1 hr 57 min
3021,Crazy Rich Asians,15-Aug-18,"['Comedy', 'Drama', 'Romance']",PG-13,"$30,000,000 ","{'domestic_gross': 174532921, 'worldwide_gross': 238532921}",2 hr
3022,Batla House,15-Aug-19,"['Action', 'Drama', 'Thriller']",,,"{'domestic_gross': 493180, 'worldwide_gross': 1264337}",2 hr 26 min
3023,The Climbers,30-Sep-19,"['Action', 'Adventure', 'Drama', 'Family', 'History', 'Romance', 'Thriller']",,,"{'domestic_gross': 487157, 'worldwide_gross': 156759167}",2 hr 5 min
3024,The Russian Five,21-Mar-19,"['Documentary', 'Sport']",,,"{'domestic_gross': 485049, 'worldwide_gross': 485049}",1 hr 42 min
3025,The Great Alaskan Race,25-Oct-19,"['Action', 'Adventure', 'Drama', 'History']",PG,,"{'domestic_gross': 485603, 'worldwide_gross': 496065}",1 hr 27 min
3026,Exit,2-Aug-19,"['Action', 'Comedy']",,,"{'domestic_gross': 470699, 'worldwide_gross': 69501772}",1 hr 43 min
3027,Lawrence of Arabia,1-Sep-19,"['Adventure', 'Biography', 'Drama', 'History', 'War']",,,"{'domestic_gross': 482281, 'worldwide_gross': 482281}",3 hr 48 min
3028,CatVideoFest,15-Feb-19,['Reality-TV'],,,"{'domestic_gross': 470923, 'worldwide_gross': 536566}",1 hr 10 min
3029,Panipat,6-Dec-19,"['Action', 'Drama', 'History', 'War']",,,"{'domestic_gross': 461863, 'worldwide_gross': 3349899}",2 hr 45 min
3030,Christmas Jars,4-Nov-19,['Drama'],,,"{'domestic_gross': 459462, 'worldwide_gross': 459462}",1 hr 50 min
3031,Gorillaz: Reject False Icons,16-Dec-19,"['Documentary', 'Music']",,,"{'domestic_gross': 453687, 'worldwide_gross': 475465}",1 hr 35 min
3032,Cruel Intentions,22-Mar-19,"['Drama', 'Romance']",R,"$10,500,000 ","{'domestic_gross': 445218, 'worldwide_gross': 445218}",1 hr 37 min
3033,Teen Spirit,12-Apr-19,"['Drama', 'Music']",PG-13,,"{'domestic_gross': 441366, 'worldwide_gross': 1573601}",1 hr 33 min
3034,At Eternity's Gate,16-Nov-18,"['Biography', 'Drama']",PG-13,,"{'domestic_gross': 2294915, 'worldwide_gross': 11242604}",1 hr 51 min
3035,Merci pour tout,25-Dec-19,['Comedy'],,,"{'domestic_gross': 1073969, 'worldwide_gross': 1073969}",1 hr 39 min
3036,Les Misérables: The Staged Concert,6-Dec-19,"['Drama', 'History', 'Musical', 'Romance', 'War']",,,"{'domestic_gross': 459478, 'worldwide_gross': 5251642}",2 hr 25 min
3037,De De Pyaar De,17-May-19,"['Comedy', 'Romance']",Not Rated,,"{'domestic_gross': 425934, 'worldwide_gross': 1473116}",2 hr 15 min
3038,Hail Satan?,17-Apr-19,['Documentary'],R,,"{'domestic_gross': 424284, 'worldwide_gross': 467361}",1 hr 35 min
3039,Ben-Hur,14-Apr-19,"['Adventure', 'Drama', 'History']",,"$15,000,000 ","{'domestic_gross': 422622, 'worldwide_gross': 422622}",3 hr 32 min
3040,Killing Sarai,6-Dec-19,"['Romance', 'Thriller']",R,,"{'domestic_gross': 425332, 'worldwide_gross': 425332}",1 hr 46 min
3041,Fate/stay night [Heaven's Feel] II. lost butterfly,14-Mar-19,"['Animation', 'Drama', 'Fantasy']",,,"{'domestic_gross': 420595, 'worldwide_gross': 17295864}",1 hr 57 min
3042,Ash Is Purest White,15-Mar-19,"['Crime', 'Drama', 'Romance']",Not Rated,,"{'domestic_gross': 422814, 'worldwide_gross': 11813509}",2 hr 16 min
3043,The Cold Blue,23-May-19,"['Documentary', 'War']",TV-PG,,"{'domestic_gross': 420177, 'worldwide_gross': 420177}",1 hr 41 min
3044,The Reliant,24-Oct-19,['Action'],PG-13,,"{'domestic_gross': 408747, 'worldwide_gross': 408747}",2 hr 20 min
3045,The Invisibles,25-Jan-19,"['Biography', 'Drama', 'History', 'War']",,,"{'domestic_gross': 407373, 'worldwide_gross': 764250}",1 hr 50 min
3046,Monos,13-Sep-19,"['Adventure', 'Drama', 'Thriller']",R,,"{'domestic_gross': 406473, 'worldwide_gross': 1589147}",1 hr 42 min
3047,Meet Me in St. Louis,8-Dec-19,"['Comedy', 'Drama', 'Family', 'Musical', 'Romance']",,"$1,700,000 ","{'domestic_gross': 403521, 'worldwide_gross': 403521}",1 hr 53 min
3048,"Hello, Dolly!",11-Aug-19,"['Adventure', 'Comedy', 'Musical', 'Romance']",,,"{'domestic_gross': 400881, 'worldwide_gross': 400881}",2 hr 26 min
3049,The Nightingale,2-Aug-19,"['Adventure', 'Drama', 'Thriller']",R,,"{'domestic_gross': 400209, 'worldwide_gross': 885916}",2 hr 16 min
3050,Mia and the White Lion,12-Apr-19,"['Adventure', 'Drama', 'Family']",PG,,"{'domestic_gross': 399471, 'worldwide_gross': 35487190}",1 hr 38 min
3051,The Man Who Killed Don Quixote,10-Apr-19,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",,,"{'domestic_gross': 391963, 'worldwide_gross': 2390383}",2 hr 12 min
3052,The Wedding Guest,1-Mar-19,['Thriller'],R,,"{'domestic_gross': 386166, 'worldwide_gross': 386166}",1 hr 36 min
3053,The Secret World of Arrietty,29-Sep-19,"['Adventure', 'Animation', 'Family', 'Fantasy']",,,"{'domestic_gross': 384289, 'worldwide_gross': 384289}",1 hr 34 min
3054,What We Left Behind: Star Trek DS9,13-May-19,['Documentary'],,,"{'domestic_gross': 382457, 'worldwide_gross': 434437}",1 hr 56 min
3055,The Cure: Anniversary 1978-2018 Live in Hyde Park,11-Jul-19,"['Documentary', 'Music']",,,"{'domestic_gross': 378405, 'worldwide_gross': 591904}",2 hr 17 min
3056,The Hummingbird Project,15-Mar-19,"['Drama', 'Thriller']",R,,"{'domestic_gross': 371784, 'worldwide_gross': 876980}",1 hr 51 min
3057,Ghostbusters,6-Oct-19,"['Action', 'Comedy', 'Fantasy']",,"$30,000,000 ","{'domestic_gross': 369612, 'worldwide_gross': 430435}",1 hr 45 min
3058,Matthias & Maxime,9-Oct-19,['Drama'],,,"{'domestic_gross': 374739, 'worldwide_gross': 1677776}",1 hr 59 min
3059,The Shawshank Redemption,22-Sep-19,['Drama'],R,"$25,000,000 ","{'domestic_gross': 358507, 'worldwide_gross': 387095}",2 hr 22 min
3060,The Tomorrow Man,22-May-19,"['Drama', 'Romance']",PG-13,,"{'domestic_gross': 354103, 'worldwide_gross': 354103}",1 hr 34 min
3061,Star Trek: The Motion Picture,15-Sep-19,"['Adventure', 'Mystery', 'Sci-Fi']",G,"$35,000,000 ","{'domestic_gross': 346243, 'worldwide_gross': 346243}",2 hr 12 min
3062,Photograph,17-May-19,"['Drama', 'Romance']",PG-13,,"{'domestic_gross': 344534, 'worldwide_gross': 996171}",1 hr 50 min
3063,Diane,29-Mar-19,['Drama'],Not Rated,,"{'domestic_gross': 336166, 'worldwide_gross': 336166}",1 hr 35 min
3064,Millennium Actress,13-Aug-19,"['Animation', 'Drama', 'Fantasy', 'Romance']",PG,,"{'domestic_gross': 225250, 'worldwide_gross': 225250}",1 hr 27 min
3065,A Silent Voice: The Movie,28-Jan-19,"['Animation', 'Drama', 'Family', 'Romance']",,,"{'domestic_gross': 333984, 'worldwide_gross': 333984}",2 hr 10 min
3066,The Big Fight Live: IBF Welterweight Title: Errol Spence Jr. vs. Mikey Garcia,16-Mar-19,['Sport'],,,"{'domestic_gross': 328979, 'worldwide_gross': 328979}",3 hr 43 min
3067,P Storm,4-Apr-19,"['Action', 'Crime']",Not Rated,,"{'domestic_gross': 326711, 'worldwide_gross': 117991727}",1 hr 36 min
3068,National Theatre Live: Fleabag,18-Nov-19,['Comedy'],,,"{'domestic_gross': 326283, 'worldwide_gross': 6547180}",1 hr 20 min
3069,Sword of Trust,12-Jul-19,"['Comedy', 'Drama']",R,,"{'domestic_gross': 322421, 'worldwide_gross': 323369}",1 hr 28 min
3070,Lucy in the Sky,4-Oct-19,"['Drama', 'Sci-Fi']",R,,"{'domestic_gross': 319976, 'worldwide_gross': 325950}",2 hr 4 min
3071,You Are Here: A Come From Away Story,11-Sep-19,['Documentary'],,,"{'domestic_gross': 318885, 'worldwide_gross': 318885}",1 hr 24 min
3072,Josh Groban Bridges Live from Madison Square Garden,8-Feb-19,[],,,"{'domestic_gross': 315173, 'worldwide_gross': 315173}",
3073,Bolshoi Ballet: The Sleeping Beauty,10-Mar-19,"['Fantasy', 'Music', 'Romance']",,,"{'domestic_gross': 311368, 'worldwide_gross': 606872}",2 hr 50 min
3074,DanTDM Presents The Contest,2-Nov-19,[],,,"{'domestic_gross': 307484, 'worldwide_gross': 765363}",
3075,K-12,5-Sep-19,"['Fantasy', 'Horror', 'Musical']",,,"{'domestic_gross': 303230, 'worldwide_gross': 359377}",1 hr 36 min
3076,Aquarela,16-Aug-19,['Documentary'],PG,,"{'domestic_gross': 307346, 'worldwide_gross': 638907}",1 hr 30 min
3077,Ask Dr. Ruth,3-May-19,"['Biography', 'Documentary']",Not Rated,,"{'domestic_gross': 297195, 'worldwide_gross': 318230}",1 hr 40 min
3078,Line Walker 2: Invisible Spy,16-Aug-19,"['Action', 'Crime', 'Thriller']",,,"{'domestic_gross': 296751, 'worldwide_gross': 99482027}",1 hr 38 min
3079,Junglee,29-Mar-19,"['Action', 'Adventure']",,,"{'domestic_gross': 295784, 'worldwide_gross': 4033587}",1 hr 55 min
3080,The Giant Spider Invasion,15-Aug-19,"['Horror', 'Sci-Fi']",,,"{'domestic_gross': 293053, 'worldwide_gross': 293053}",1 hr 24 min
3081,Stockholm,12-Apr-19,"['Biography', 'Comedy', 'Crime', 'Drama', 'History']",R,,"{'domestic_gross': 292590, 'worldwide_gross': 665527}",1 hr 32 min
3082,The Godfather: Part II,10-Nov-19,"['Crime', 'Drama']",,"$13,000,000 ","{'domestic_gross': 291754, 'worldwide_gross': 291754}",3 hr 22 min
3083,Killerman,30-Aug-19,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 291477, 'worldwide_gross': 614366}",1 hr 52 min
3084,The Bravest,9-Aug-19,"['Action', 'Drama', 'Family']",PG-13,,"{'domestic_gross': 290217, 'worldwide_gross': 245179562}",1 hr 58 min
3085,Saga of Tanya the Evil - The Movie,16-May-19,"['Action', 'Adventure', 'Animation', 'Fantasy', 'War']",Not Rated,,"{'domestic_gross': 288460, 'worldwide_gross': 288460}",1 hr 55 min
3086,Khalid: Free Spirit,3-Apr-19,['Drama'],,,"{'domestic_gross': 284229, 'worldwide_gross': 284229}",45 min
3087,Mike Wallace Is Here,26-Jul-19,"['Biography', 'Documentary']",PG-13,,"{'domestic_gross': 281245, 'worldwide_gross': 281245}",1 hr 30 min
3088,The Whistleblower,6-Dec-19,"['Action', 'Drama', 'Mystery']",,,"{'domestic_gross': 280851, 'worldwide_gross': 7505141}",2 hr 14 min
3089,Octaman,18-Apr-19,"['Horror', 'Sci-Fi']",,,"{'domestic_gross': 280710, 'worldwide_gross': 280710}",1 hr 19 min
3090,The Nutcracker and the Four Realms,2-Nov-18,"['Adventure', 'Family', 'Fantasy']",PG,"$120,000,000 ","{'domestic_gross': 54858851, 'worldwide_gross': 173961069}",1 hr 39 min
3091,I Want to Eat Your Pancreas,7-Feb-19,"['Animation', 'Drama', 'Family', 'Romance']",,,"{'domestic_gross': 277019, 'worldwide_gross': 33748006}",1 hr 49 min
3092,Freaks,13-Sep-19,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",R,,"{'domestic_gross': 276591, 'worldwide_gross': 335050}",1 hr 45 min
3093,True Grit,5-May-19,"['Adventure', 'Drama', 'Western']",G,,"{'domestic_gross': 276418, 'worldwide_gross': 276418}",2 hr 8 min
3094,The Tale of The Princess Kaguya,16-Dec-19,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 271681, 'worldwide_gross': 271681}",2 hr 17 min
3095,Shakira in Concert: El Dorado World Tour,13-Nov-19,"['Documentary', 'Music']",,,"{'domestic_gross': 271586, 'worldwide_gross': 294677}",2 hr 2 min
3096,Is It Wrong to Try to Pick Up Girls in a Dungeon - Arrow of the Orion,23-Jul-19,"['Action', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Romance']",,,"{'domestic_gross': 271489, 'worldwide_gross': 338632}",1 hr 22 min
3097,One Child Nation,9-Aug-19,"['Documentary', 'History']",R,,"{'domestic_gross': 270128, 'worldwide_gross': 271841}",1 hr 28 min
3098,Just Mercy,25-Dec-19,"['Biography', 'Crime', 'Drama']",PG-13,"$25,000,000 ","{'domestic_gross': 36001502, 'worldwide_gross': 50401502}",2 hr 17 min
3099,Slayer: The Repentless Killogy,6-Nov-19,['Music'],,,"{'domestic_gross': 268727, 'worldwide_gross': 272874}",2 hr 11 min
3100,Luzia: Cirque du Soleil in Cinema,29-Oct-19,['Musical'],,,"{'domestic_gross': 265673, 'worldwide_gross': 265673}",1 hr 35 min
3101,Out of Liberty,13-Sep-19,"['Drama', 'Western']",PG,,"{'domestic_gross': 265279, 'worldwide_gross': 265279}",1 hr 51 min
3102,Modest Heroes,10-Jan-19,"['Adventure', 'Animation', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 178027, 'worldwide_gross': 178027}",53 min
3103,Smallfoot,28-Sep-18,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",PG,,"{'domestic_gross': 83240103, 'worldwide_gross': 214040103}",1 hr 36 min
3104,Star Raiders: The Adventures of Saber Raine,6-Jun-19,"['Adventure', 'Sci-Fi']",,,"{'domestic_gross': 260234, 'worldwide_gross': 260234}",1 hr 23 min
3105,Mobile Suit Gundam Narrative,19-Feb-19,"['Action', 'Animation', 'Sci-Fi']",,,"{'domestic_gross': 259224, 'worldwide_gross': 6126259}",1 hr 28 min
3106,Her Smell,12-Apr-19,"['Drama', 'Music']",R,,"{'domestic_gross': 255599, 'worldwide_gross': 260481}",2 hr 16 min
3107,Lords of Chaos,8-Feb-19,"['Biography', 'Drama', 'Horror', 'Music', 'Thriller']",R,,"{'domestic_gross': 253184, 'worldwide_gross': 365353}",1 hr 58 min
3108,Bolshoi Ballet: The Nutcracker,15-Dec-19,"['Family', 'Fantasy', 'Musical']",,,"{'domestic_gross': 252935, 'worldwide_gross': 1348248}",2 hr 30 min
3109,When Harry Met Sally...,1-Dec-19,"['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 252320, 'worldwide_gross': 252320}",1 hr 35 min
3110,I Got the Hook Up 2,12-Jul-19,['Comedy'],,,"{'domestic_gross': 252293, 'worldwide_gross': 252293}",1 hr 47 min
3111,Canal Street,18-Jan-19,"['Drama', 'Thriller']",PG-13,,"{'domestic_gross': 251917, 'worldwide_gross': 251917}",1 hr 29 min
3112,Meeting Gorbachev,3-May-19,"['Biography', 'Documentary', 'History']",Not Rated,,"{'domestic_gross': 251837, 'worldwide_gross': 319230}",1 hr 30 min
